2076.2	0.16435546875 0.0
2076.3	0.1611328125 0.0
2076.3	0.140185546875 0.0
2076.3	0.167578125 0.0
2076.3	0.7734375 0.0
2076.4	0.18046875 0.0
2076.4	0.12890625 0.0
2076.4	0.178857421875 0.0
2076.5	0.140185546875 0.0
2076.5	0.0837890625 0.0
2076.5	0.2384765625 0.0
2076.5	0.13857421875 0.0
2076.6	0.124072265625 0.0
2076.6	0.136962890625 0.0
2076.6	0.0966796875 0.0
2076.6	0.1740234375 0.0
2076.6	0.07734375 0.0
2076.7	0.709790039062 0.0
2076.7	0.0966796875 0.0
2076.7	0.132934570312 0.0
2076.8	0.130517578125 0.0
2076.8	0.06123046875 0.0
2076.8	0.443115234375 0.0
2076.8	0.12568359375 0.0
2076.8	0.07412109375 0.0
2076.9	0.227197265625 0.0
2076.9	0.4125 0.0
2076.9	0.116015625 0.0
2077.0	0.318237304688 0.0
2077.0	0.213500976562 0.0
2077.0	0.155493164062 0.0
2077.0	0.136157226562 0.0
2077.0	0.19658203125 0.0
2077.0	0.22880859375 0.0
2077.0	0.186108398437 0.0
2077.1	0.159521484375 0.0
2077.1	0.152270507812 0.0
2077.1	0.256201171875 0.0
2077.2	0.159521484375 0.0
2077.2	0.088623046875 0.0
2077.3	0.162744140625 0.0
2077.3	0.1224609375 0.0
2077.3	0.0797607421875 0.0
2077.4	0.162744140625 0.0
2077.4	0.18369140625 0.0
2077.4	0.1611328125 0.0
2077.5	0.17080078125 0.0
2077.5	0.129711914062 0.0
2077.6	0.167578125 0.0
2077.6	0.09345703125 0.0
2077.6	0.285205078125 0.0
2077.7	0.191748046875 0.0
2077.7	0.090234375 0.0
2077.7	0.090234375 0.0
2077.8	0.126489257813 0.0
2077.9	0.16435546875 0.0
2077.9	0.17080078125 0.0
2077.9	0.117626953125 0.0
2077.9	0.1482421875 0.0
2077.9	0.221557617188 0.0
2078.0	0.502734375 0.0
2078.0	0.1546875 0.0
2078.0	0.090234375 0.0
2078.0	0.176440429687 0.0
2078.0	0.12568359375 0.0
2078.1	0.0 0.0
2078.1	0.597802734375 0.0
2078.1	0.12568359375 0.0
2078.2	0.83466796875 0.0
2078.2	0.07412109375 0.0
2078.2	0.149047851562 0.0
2078.3	0.10634765625 0.0
2078.3	0.198193359375 0.0
2078.3	0.193359375 0.0
2078.3	0.104736328125 0.0
2078.4	0.103125 0.0
2078.5	0.1482421875 0.0
2078.5	0.136962890625 0.0
2078.5	0.0837890625 0.0
2078.5	0.172412109375 0.0
2078.5	0.1740234375 0.0
2078.7	0.1546875 0.0
2078.7	0.15791015625 0.0
2078.7	0.18369140625 0.0
2078.7	0.13212890625 0.0
2078.7	0.1546875 0.0
2078.8	0.107958984375 0.0
2078.8	0.174829101562 0.0
2078.8	0.368994140625 0.0
2078.8	0.186108398437 0.0
2078.9	0.103930664062 0.0
2078.9	0.273120117188 0.0
2078.9	0.090234375 0.0
2079.0	0.095068359375 0.0
2079.0	0.095068359375 0.0
2079.0	0.307763671875 0.0
2079.0	0.346435546875 0.0
2079.0	0.143408203125 0.0
2079.1	0.116015625 0.0
2079.1	0.0910400390625 0.0
2079.1	0.34482421875 0.0
2079.1	0.185302734375 0.0
2079.1	0.143408203125 0.0
2079.2	0.172412109375 0.0
2079.2	0.22236328125 0.0
2079.2	0.387524414062 0.0
2079.2	0.126489257813 0.0
2079.2	0.100708007812 0.0
2079.2	0.118432617187 0.0
2079.2	0.1353515625 0.0
2079.2	0.404443359375 0.0
2079.3	0.149047851562 0.0
2079.3	0.116015625 0.0
2079.3	0.24814453125 0.0
2079.3	0.143408203125 0.0
2079.4	0.111181640625 0.0
2079.4	0.091845703125 0.0
2079.4	0.256201171875 0.0
2079.5	0.0966796875 0.0
2079.5	0.249755859375 0.0
2079.5	0.124072265625 0.0
2079.6	0.213500976562 0.0
2079.6	0.132934570312 0.0
2079.7	0.110375976562 0.0
2079.7	0.430224609375 0.0
2079.7	0.213500976562 0.0
2079.8	0.687231445312 0.0
2079.8	0.0 0.0
2079.8	0.101513671875 0.0
