1467.1	0.588134765625 0.0
1467.1	0.201416015625 0.0
1467.2	0.223168945312 0.0
1467.2	0.304541015625 0.0
1467.2	1.83852539062 0.0
1467.3	0.605053710937 0.0
1467.3	0.22880859375 0.0
1467.3	0.4576171875 0.0
1467.4	1.07153320312 0.0
1467.4	0.515625 0.0
1467.4	0.127294921875 0.0
1467.5	0.414916992188 0.0
1467.6	0.564770507812 0.0
1467.7	0.458422851562 0.0
1467.7	0.248950195312 0.0
1467.7	0.2384765625 0.0
1467.7	0.443115234375 0.0
1467.8	0.26103515625 0.0
1467.9	0.820166015625 0.0
1467.9	0.5478515625 0.0
1467.9	0.64130859375 0.0
1468.0	0.349658203125 0.0
1468.1	0.224780273437 0.0
1468.2	0.211083984375 0.0
1468.3	0.2384765625 0.0
1468.3	0.382690429688 0.0
1468.5	0.268286132812 0.0
1468.6	0.262646484375 0.0
1468.6	0.191748046875 0.0
1468.7	0.443115234375 0.0
1468.7	0.0862060546875 0.0
1468.8	1.00788574219 0.0
1468.8	2.1591796875 0.0
1468.9	0.577661132812 0.0
1469.0	0.12568359375 0.0
1469.0	0.48017578125 0.0
1469.1	0.941015625 0.0
1469.1	0.683203125 0.0
1469.2	0.195776367187 0.0
1469.2	0.220751953125 0.0
1469.2	0.504345703125 0.0
1469.2	0.249755859375 0.0
1469.2	0.451977539062 0.0
1469.3	0.3029296875 0.0
1469.4	0.17080078125 0.0
1469.5	0.427001953125 0.0
1469.5	0.2384765625 0.0
1469.6	0.230419921875 0.0
1469.6	0.476953125 0.0
1469.6	0.240087890625 0.0
1469.6	0.187719726562 0.0
1469.6	0.182080078125 0.0
1469.6	0.51240234375 0.0
1469.7	0.230419921875 0.0
1469.7	0.26103515625 0.0
1469.7	0.111987304687 0.0
1469.8	0.348852539062 0.0
1469.9	0.4640625 0.0
1469.9	0.25458984375 0.0
1469.9	0.29326171875 0.0
1470.0	0.4640625 0.0
1470.1	0.397998046875 0.0
1470.1	0.309375 0.0
1470.1	0.269091796875 0.0
1470.3	0.256201171875 0.0
1470.3	0.39638671875 0.0
1470.3	0.20947265625 0.0
1470.4	0.193359375 0.0
1470.4	0.417333984375 0.0
1470.4	0.503540039062 0.0
1470.5	0.446337890625 0.0
1470.5	0.35771484375 0.0
1470.5	0.159521484375 0.0
1470.5	0.554296875 0.0
1470.6	0.432641601562 0.0
1470.6	0.20302734375 0.0
1470.6	0.136157226562 0.0
1470.8	0.2513671875 0.0
1470.8	0.120849609375 0.0
1471.0	1.92634277344 0.0
1471.1	0.69931640625 0.0
1471.1	0.242504882812 0.0
1471.2	0.201416015625 0.0
1471.2	0.601025390625 0.0
1471.3	0.381884765625 0.0
1471.3	0.178857421875 0.0
1471.3	0.2384765625 0.0
1471.3	0.198193359375 0.0
1471.4	0.18046875 0.0
1471.5	0.26748046875 0.0
1471.6	0.41572265625 0.0
1471.7	0.201416015625 0.0
1471.8	0.198193359375 0.0
1472.0	0.410083007812 0.0
1472.0	0.152270507812 0.0
1472.0	0.2578125 0.0
1472.0	0.378662109375 0.0
1472.1	0.316625976562 0.0
1472.1	0.23203125 0.0
1472.1	0.5607421875 0.0
1472.2	0.355297851562 0.0
1472.2	0.2255859375 0.0
1472.2	0.48017578125 0.0
1472.3	0.198193359375 0.0
1472.3	0.790356445312 0.0
1472.3	0.3158203125 0.0
1472.3	0.358520507812 0.0
1472.3	0.313403320312 0.0
1472.3	0.319848632812 0.0
1472.4	0.317431640625 0.0
1472.4	0.173217773438 0.0
1472.5	0.478564453125 0.0
1472.6	0.0966796875 0.0
1472.6	0.120849609375 0.0
1472.6	0.228002929687 0.0
1472.6	0.56396484375 0.0
1472.6	0.5671875 0.0
1472.7	0.105541992187 0.0
1472.7	0.349658203125 0.0
1472.8	0.245727539062 0.0
1472.8	0.19013671875 0.0
1472.8	0.26748046875 0.0
1472.8	0.0910400390625 0.0
1472.9	0.24814453125 0.0
1472.9	0.863671875 0.0
1472.9	0.3416015625 0.0
1472.9	0.296484375 0.0
1473.0	0.2384765625 0.0
1473.0	1.49289550781 0.0
1473.0	0.156298828125 0.0
1473.1	0.4189453125 0.0
1473.1	0.165966796875 0.0
1473.1	0.4640625 0.0
1473.2	0.35771484375 0.0
1473.2	0.117626953125 0.0
1473.2	0.145825195312 0.0
1473.3	0.236865234375 0.0
1473.3	0.345629882812 0.0
1473.3	0.281982421875 0.0
1473.3	0.178857421875 0.0
1473.3	0.4125 0.0
1473.4	0.3802734375 0.0
1473.5	0.24814453125 0.0
1473.5	0.27392578125 0.0
1473.6	0.430224609375 0.0
1473.6	0.361743164062 0.0
1473.7	0.162744140625 0.0
1473.8	0.216723632812 0.0
1473.9	0.1998046875 0.0
1474.0	0.223168945312 0.0
1474.1	0.18046875 0.0
1474.1	0.1546875 0.0
1474.2	0.57685546875 0.0
1474.2	0.231225585937 0.0
1474.3	0.772631835937 0.0
1474.3	0.202221679687 0.0
1474.3	0.401220703125 0.0
1474.4	0.17724609375 0.0
1474.4	0.812109375 0.0
1474.4	0.379467773437 0.0
1474.4	0.1998046875 0.0
1474.6	0.3416015625 0.0
1474.6	0.413305664062 0.0
1474.7	0.198999023437 0.0
1474.7	0.172412109375 0.0
1474.8	0.642919921875 0.0
1474.8	0.215112304687 0.0
1474.9	0.51884765625 0.0
1474.9	0.497900390625 0.0
1475.0	0.165161132812 0.0
1475.0	0.162744140625 0.0
1475.0	0.314208984375 0.0
1475.0	0.604248046875 0.0
1475.1	0.103125 0.0
1475.1	0.292456054687 0.0
1475.1	0.120849609375 0.0
1475.2	0.263452148437 0.0
1475.3	0.124072265625 0.0
1475.3	0.909594726562 0.0
1475.3	0.1740234375 0.0
1475.4	0.373828125 0.0
1475.4	0.4125 0.0
1475.4	0.275537109375 0.0
1475.4	0.307763671875 0.0
1475.5	0.330322265625 0.0
1475.5	0.159521484375 0.0
1475.5	0.23525390625 0.0
1475.6	0.268286132812 0.0
1475.6	0.161938476562 0.0
1475.7	0.1611328125 0.0
1475.7	0.37705078125 0.0
1475.7	0.252172851562 0.0
1475.8	0.194165039062 0.0
1475.8	0.219140625 0.0
1475.9	0.430224609375 0.0
1476.0	0.252978515625 0.0
1476.0	0.32548828125 0.0
1476.1	0.107958984375 0.0
1476.1	0.3931640625 0.0
1476.1	0.348046875 0.0
1476.1	0.145825195312 0.0
1476.2	0.35126953125 0.0
1476.3	0.322265625 0.0
1476.3	0.141796875 0.0
1476.3	0.1869140625 0.0
1476.4	0.697705078125 0.0
1476.4	0.697705078125 0.0
1476.5	0.316625976562 0.0
1476.5	0.25458984375 0.0
1476.5	0.231225585937 0.0
1476.5	0.22880859375 0.0
1476.5	0.136962890625 0.0
1476.6	0.194970703125 0.0
1476.6	0.687231445312 0.0
1476.6	0.358520507812 0.0
1476.6	0.214306640625 0.0
1476.6	0.288427734375 0.0
1476.6	0.232836914062 0.0
1476.6	0.606665039063 0.0
1476.6	0.24814453125 0.0
1476.7	0.16435546875 0.0
1476.7	0.141796875 0.0
1476.8	0.217529296875 0.0
1476.9	0.53173828125 0.0
1476.9	0.114404296875 0.0
1476.9	0.329516601562 0.0
1477.0	0.2578125 0.0
1477.0	0.284399414062 0.0
1477.1	0.356103515625 0.0
1477.1	0.18046875 0.0
1477.2	0.451171875 0.0
1477.2	0.523681640625 0.0
1477.3	0.387524414062 0.0
1477.4	0.339990234375 0.0
1477.4	0.17080078125 0.0
1477.4	0.375439453125 0.0
1477.4	0.543017578125 0.0
1477.5	0.116015625 0.0
1477.5	0.43828125 0.0
1477.6	0.289233398438 0.0
1477.6	0.11923828125 0.0
1477.6	0.55751953125 0.0
1477.6	0.372216796875 0.0
1477.7	0.245727539062 0.0
1477.7	0.153076171875 0.0
1477.8	0.291650390625 0.0
1477.8	0.240087890625 0.0
1477.8	0.36416015625 0.0
1477.8	0.305346679688 0.0
1477.8	0.2900390625 0.0
1478.1	0.5349609375 0.0
1478.1	0.33837890625 0.0
1478.2	0.350463867188 0.0
1478.2	0.088623046875 0.0
1478.3	0.220751953125 0.0
1478.3	0.28359375 0.0
1478.4	0.955517578125 0.0
1478.4	0.688842773438 0.0
1478.5	0.275537109375 0.0
1478.5	0.433447265625 0.0
1478.7	0.198193359375 0.0
1478.7	0.40927734375 0.0
1478.8	0.136962890625 0.0
1478.9	0.43828125 0.0
1478.9	0.270703125 0.0
1479.0	0.141796875 0.0
1479.0	0.561547851562 0.0
1479.0	0.259423828125 0.0
1479.0	0.216723632812 0.0
1479.0	0.149047851562 0.0
1479.1	0.657421875 0.0
1479.1	0.506762695312 0.0
1479.1	0.8958984375 0.0
1479.2	0.107958984375 0.0
1479.2	0.384301757812 0.0
1479.3	0.123266601562 0.0
1479.3	0.524487304687 0.0
1479.4	0.359326171875 0.0
1479.4	0.400415039062 0.0
1479.4	0.6638671875 0.0
1479.4	0.28359375 0.0
