2806.3	0.275537109375 0.0
2806.7	0.214306640625 0.0
2807.4	0.142602539063 0.0
2812.2	0.349658203125 0.0
2812.5	0.221557617188 0.0
2813.0	0.2513671875 0.0
2813.4	0.082177734375 0.0
2814.9	0.22880859375 0.0
2815.0	0.28681640625 0.0
2815.6	0.1998046875 0.0
2816.0	0.117626953125 0.0
2816.6	0.4318359375 0.0
2816.9	0.270703125 0.0
2817.1	0.23203125 0.0
2817.3	0.219140625 0.0
2818.0	0.288427734375 0.0
2818.4	0.33837890625 0.0
2819.6	0.36416015625 0.0
2822.3	0.142602539063 0.0
2822.5	0.2255859375 0.0
2822.6	0.156298828125 0.0
2823.8	0.244921875 0.0
2824.1	0.250561523437 0.0
2825.0	0.323876953125 0.0
2825.0	0.298095703125 0.0
2826.2	0.302124023438 0.0
2826.6	0.168383789062 0.0
2826.7	0.0878173828125 0.0
2829.7	0.2578125 0.0
2830.7	0.140185546875 0.0
2830.9	0.158715820312 0.0
2831.2	0.149047851562 0.0
2832.8	0.27392578125 0.0
2834.2	0.42861328125 0.0
2835.2	0.19013671875 0.0
2835.9	0.078955078125 0.0
2836.9	0.391552734375 0.0
2838.2	0.15146484375 0.0
2838.2	0.279565429687 0.0
2838.5	0.330322265625 0.0
2840.4	0.198999023437 0.0
2841.8	0.090234375 0.0
2842.1	0.298901367187 0.0
2842.7	0.210278320312 0.0
2843.3	0.294873046875 0.0
2844.4	0.29970703125 0.0
2844.5	0.346435546875 0.0
2845.0	0.243310546875 0.0
2846.0	0.245727539062 0.0
2848.1	0.0942626953125 0.0
2848.2	0.139379882812 0.0
2848.8	0.29326171875 0.0
2848.8	0.381884765625 0.0
2849.5	0.24169921875 0.0
2850.1	0.0990966796875 0.0
2852.1	0.345629882812 0.0
2853.6	0.3673828125 0.0
2854.0	0.569604492187 0.0
2854.8	0.1482421875 0.0
2855.1	0.407666015625 0.0
2855.6	0.252172851562 0.0
2856.1	0.304541015625 0.0
2856.2	0.349658203125 0.0
2856.9	0.219946289062 0.0
2857.9	0.296484375 0.0
2860.9	0.737182617188 0.0
2863.4	0.219140625 0.0
2863.9	0.3416015625 0.0
2864.8	0.24169921875 0.0
2865.6	0.333544921875 0.0
2867.1	0.19013671875 0.0
2867.4	0.287622070312 0.0
2871.5	0.53173828125 0.0
2872.7	0.462451171875 0.0
2873.2	0.141796875 0.0
2873.4	0.194165039062 0.0
2873.8	0.172412109375 0.0
2875.0	0.214306640625 0.0
2876.2	0.333544921875 0.0
2876.4	0.262646484375 0.0
2879.2	0.278759765625 0.0
2879.4	0.178051757812 0.0
2880.1	0.33515625 0.0
2880.8	0.207055664062 0.0
2883.8	0.288427734375 0.0
2883.8	0.173217773438 0.0
2883.9	0.2642578125 0.0
2885.5	0.243310546875 0.0
2885.7	0.2900390625 0.0
2886.4	0.2900390625 0.0
2886.9	0.181274414062 0.0
2887.0	0.143408203125 0.0
2887.3	0.272314453125 0.0
2887.6	0.26748046875 0.0
2888.1	0.381079101562 0.0
2888.4	0.291650390625 0.0
2888.8	0.2255859375 0.0
2889.1	0.17080078125 0.0
2891.7	0.248950195312 0.0
2893.2	0.141796875 0.0
2893.9	0.2513671875 0.0
2895.7	0.272314453125 0.0
2896.3	0.161938476562 0.0
2897.2	0.1611328125 0.0
2897.5	0.12568359375 0.0
2899.0	0.12890625 0.0
2899.8	0.21591796875 0.0
2901.1	0.216723632812 0.0
2901.2	0.298901367187 0.0
2901.6	0.19658203125 0.0
2902.4	0.317431640625 0.0
2904.4	0.2642578125 0.0
2904.5	0.1353515625 0.0
2905.8	0.18369140625 0.0
2905.8	0.2578125 0.0
2905.9	0.245727539062 0.0
2905.9	0.1611328125 0.0
2906.0	0.291650390625 0.0
2906.9	0.0910400390625 0.0
2907.5	0.18046875 0.0
2958.0	0.0 0.0
2980.9	0.0 0.0
