4454.9	3195	0
4455.0	3185	0
4455.0	3107	0
4455.1	3217	0
4455.1	3138	0
4455.1	3295	0
4455.1	3207	0
4455.1	3005	0
4455.1	3236	0
4455.1	3231	0
4455.1	3111	0
4455.2	3128	0
4455.2	3295	0
4455.2	3161	0
4455.2	3077	0
4455.3	3223	0
4455.4	3083	0
4455.5	3086	0
4455.5	3217	0
4455.5	3148	0
4455.5	3158	0
4455.5	3201	0
4455.6	3050	0
4455.6	3299	0
4455.6	2999	0
4455.6	3102	0
4455.6	2861	0
4455.7	3214	0
4455.7	3147	0
4455.8	3252	0
4455.8	3157	0
4455.9	3148	0
4455.9	3141	0
4455.9	3007	0
4455.9	3168	0
4455.9	3201	0
4455.9	3170	0
4456.0	3278	0
4456.0	3255	0
4456.0	2695	0
4456.0	3153	0
4456.1	3157	0
4456.1	3077	0
4456.1	3162	0
4456.1	3127	0
4456.1	3149	0
4456.1	3063	0
4456.1	1250	0
4456.1	3175	0
4456.2	3241	0
4456.2	3195	0
4456.2	3177	0
4456.3	3247	0
4456.3	3071	0
4456.3	3029	0
4456.3	2910	0
4456.3	3124	0
4456.4	3234	0
4456.4	3107	0
4456.5	2930	0
4456.5	3135	0
4456.5	3003	0
4456.5	3186	0
4456.5	3019	0
4456.5	3141	0
4456.6	3189	0
4456.6	3212	0
4456.6	3023	0
4456.6	2708	0
4456.6	3021	0
4456.7	2915	0
4456.7	3167	0
4456.8	3261	0
4456.8	3177	0
4456.8	3054	0
4456.8	3092	0
4456.9	3106	0
4456.9	3231	0
4456.9	3346	0
4457.0	3088	0
4457.0	3087	0
4457.1	3093	0
4457.1	3125	0
4457.1	3265	0
4457.2	2998	0
4457.2	3325	0
4457.2	3214	0
4457.2	3238	0
4457.3	3102	0
4457.3	3231	0
4457.3	3133	0
4457.4	2955	0
4457.4	3122	0
4457.4	3109	0
4457.4	3284	0
4457.4	3043	0
4457.4	3096	0
4457.5	3173	0
4457.5	3084	0
4457.5	2989	0
4457.5	3172	0
4457.5	3223	0
4457.6	2921	0
4457.6	2971	0
4457.6	3032	0
4457.6	3203	0
4457.6	3187	0
4457.6	3187	0
4457.7	3173	0
4457.7	3126	0
4457.8	3154	0
4457.8	3047	0
4457.8	3065	0
4457.8	3069	0
4457.8	3018	0
4458.0	3113	0
4458.1	3140	0
4458.1	3199	0
4458.2	3075	0
4458.2	3386	0
4458.2	3074	0
4458.2	3155	0
4458.2	3249	0
4458.3	3002	0
4458.3	3157	0
4458.3	3179	0
4458.3	3237	0
4458.3	2989	0
4458.3	3107	0
4458.3	3084	0
4458.3	3047	0
4458.3	915	0
4458.3	1745	0
4458.3	2854	0
4458.3	3156	0
4458.3	3145	0
4458.4	3239	0
4458.5	885	0
4458.5	3140	0
4458.5	3134	0
4458.5	3244	0
4458.6	3111	0
4458.6	3103	0
4458.6	3109	0
4458.6	3243	0
4458.6	3225	0
4458.6	1876	0
4458.7	3278	0
4458.7	3009	0
4458.7	3038	0
4458.7	3183	0
4458.8	3107	0
4458.8	3002	0
4458.8	3203	0
4458.9	3242	0
4458.9	3146	0
4458.9	2955	0
4459.0	3184	0
4459.0	3116	0
4459.0	3206	0
4459.0	3243	0
4459.0	3037	0
4459.0	2918	0
4459.1	3081	0
4459.1	2890	0
4459.1	3230	0
4459.1	3103	0
4459.1	3007	0
4459.1	3093	0
4459.1	3101	0
4459.1	3229	0
4459.2	3206	0
4459.2	2935	0
4459.3	3148	0
4459.3	3102	0
4459.3	3141	0
4459.3	3263	0
4459.3	3209	0
4459.3	2873	0
4459.3	3023	0
4459.4	3148	0
4459.4	3128	0
4459.4	3235	0
4459.4	3016	0
4459.4	3019	0
4459.4	3144	0
4459.5	3093	0
4459.5	3093	0
4459.5	2919	0
4459.5	3002	0
4459.5	2961	0
4459.5	3287	0
4459.5	3117	0
4459.6	2744	0
4459.6	3077	0
4459.6	3001	0
4459.6	3116	0
4459.6	3291	0
4459.7	3169	0
4459.7	3190	0
4459.7	3157	0
4459.7	3097	0
4459.7	3191	0
4459.7	3359	0
4459.7	3103	0
4459.7	3138	0
4459.8	2959	0
4459.8	3105	0
4459.8	3068	0
4459.8	3162	0
4459.8	1603	0
4459.8	3	0
4459.8	3218	0
4459.8	3057	0
4459.9	3071	0
4459.9	3216	0
4459.9	1216	0
4459.9	3035	0
4459.9	621	0
4459.9	3169	0
4459.9	3162	0
4459.9	3055	0
4460.0	3103	0
4460.0	3243	0
4460.0	3261	0
4460.0	3091	0
4460.1	3163	0
4460.2	3159	0
4460.2	3211	0
4460.3	3079	0
4460.3	3051	0
4460.4	3140	0
4460.4	3142	0
4460.5	3023	0
4460.5	3125	0
4460.5	3099	0
4460.5	2966	0
4460.5	3117	0
4460.5	3106	0
4460.6	3015	0
4460.6	3022	0
4460.6	3031	0
4460.6	3305	0
4460.7	3017	0
4460.7	3219	0
4460.7	3329	0
4460.7	3156	0
4460.7	3106	0
4460.7	3054	0
4460.7	2991	0
4460.7	3229	0
4460.8	3195	0
4460.8	3305	0
4460.8	2873	0
4460.8	3199	0
4460.8	3172	0
4460.8	2973	0
4460.9	3187	0
4460.9	3142	0
4460.9	3123	0
4461.0	3091	0
4461.0	3228	0
4461.0	3087	0
4461.0	3065	0
4461.0	2990	0
4461.0	3055	0
4461.1	3063	0
4461.1	3246	0
4461.1	3023	0
4461.1	2988	0
4461.2	2945	0
4461.2	2979	0
4461.2	3083	0
4461.2	3195	0
4461.3	3166	0
4461.3	3323	0
4461.3	2978	0
4461.3	3235	0
4461.4	3195	0
4461.4	3218	0
4461.4	1531	0
4461.4	2814	0
4461.4	3121	0
4461.4	3043	0
4461.5	2999	0
4461.5	3217	0
4461.5	3237	0
4461.5	2987	0
4461.6	3089	0
4461.6	3077	0
4461.6	3067	0
4461.6	3108	0
4461.6	961	0
4461.6	3019	0
4461.7	3101	0
4461.7	3218	0
4461.7	3161	0
4461.8	3187	0
4461.8	3010	0
4461.8	3221	0
4461.9	3096	0
4461.9	3049	0
4461.9	3023	0
4461.9	3346	0
4462.0	3261	0
4462.0	3078	0
4462.0	2884	0
4462.0	3295	0
4462.0	3266	0
4462.0	3217	0
4462.1	3184	0
4462.1	3182	0
