# dati alluminio
# angolo[°]	rate[Hz]	errore rate
-5		1.145265	0.027575
#-15		0.014977	0.000730
-10		0.045390	0.004028
10		23.222114	0.460047
15		0.788920	0.029422
20		0.075113	0.005568
25		0.021372	0.004039
-15		0.133680	0.010915
-25		0.013615	0.002528
-60		0.000306	0.000072
-30		0.006639	0.000704
30		0.010285	0.001084
-20		0.027184	0.002653
150		0.000834	0.000061
